0,P,0.9898813465944786
64,232,P,3.6524027729547064E-5
220,232,P,3.6524027729547064E-5
182,232,P,3.6524027729547064E-5
153,232,P,3.6524027729547064E-5
31,232,P,3.6524026358758056E-5
159,232,P,3.430974951223484E-5
42,232,P,3.430974732542433E-5
218,232,P,3.430974732542433E-5
5,232,P,3.430974585729919E-5
30,232,P,3.430974503508952E-5
190,232,P,3.430974503508952E-5
127,232,P,3.430974503508952E-5
105,232,P,3.430974503508952E-5
195,232,P,3.430974341567431E-5
66,232,P,3.430974160390301E-5
138,232,P,3.430974160390301E-5
57,232,P,3.4309739981046835E-5
121,232,P,3.430973363310526E-5
75,232,P,3.430971460363927E-5
215,P,3.277365801319356E-5
167,232,P,3.2348487955073506E-5
152,232,P,3.2348487955073506E-5
86,232,P,3.2348464583372535E-5
158,232,P,3.2348464583372535E-5
151,232,P,3.234844685491167E-5
132,232,P,3.234844685491167E-5
223,232,P,3.234842617725889E-5
192,232,P,3.234842455576058E-5
179,232,P,3.234842455576058E-5
137,232,P,3.234842455576058E-5
80,232,P,3.234841244866729E-5
186,232,P,3.2348308825475036E-5
7,232,P,3.059938811422389E-5
149,232,P,3.059938811422389E-5
82,232,P,3.059936343066367E-5
74,232,P,3.059936343066367E-5
162,232,P,3.059936343066367E-5
40,232,P,3.059933822869768E-5
33,232,P,3.059932607229048E-5
211,232,P,3.059932607229048E-5
136,232,P,3.059932607229048E-5
174,232,P,3.0599308700103636E-5
10,232,P,3.0599308700103636E-5
11,232,P,3.059921221332818E-5
155,232,P,2.902996226750546E-5
208,232,P,2.9029892084865108E-5
59,232,P,2.902988578653925E-5
4,232,P,2.902988578653925E-5
219,232,P,2.902988578653925E-5
172,232,P,2.902977486122772E-5
119,232,P,2.902977486122772E-5
230,232,P,2.9029745326723153E-5
55,232,P,2.902972901874032E-5
117,232,P,2.902972901874032E-5
168,232,P,2.9029502521376764E-5
147,232,P,2.9029502521376764E-5
72,P,2.797648632945515E-5
234,P,2.797648632945515E-5
225,P,2.797648632945515E-5
187,232,P,2.7613520535794022E-5
62,232,P,2.7613481825635157E-5
166,232,P,2.761346412300901E-5
222,232,P,2.761340758537018E-5
77,232,P,2.761335647068854E-5
185,232,P,2.761335647068854E-5
52,232,P,2.761307775073535E-5
178,232,P,2.761307775073535E-5
150,232,P,2.761307775073535E-5
224,232,P,2.6328566748884503E-5
122,232,P,2.6328566748884503E-5
50,232,P,2.6328038081707038E-5
44,232,P,2.6328038081707038E-5
175,232,P,2.6328038081707038E-5
14,232,P,2.632803415535419E-5
16,232,P,2.6327978689501674E-5
169,232,P,2.632790050346743E-5
209,232,P,2.632762170085737E-5
120,232,P,2.632762170085737E-5
32,232,P,2.5158421875710898E-5
99,232,P,2.5158161290693304E-5
226,232,P,2.5158036698719403E-5
228,232,P,2.515792453795781E-5
170,232,P,2.5157738378026764E-5
79,232,P,2.515579141733047E-5
161,232,P,2.515579141733047E-5
232,233,P,2.5153710166179357E-5
8,232,P,2.408502623588201E-5
60,232,P,2.4084697306788867E-5
176,232,P,2.4084643556687106E-5
20,232,P,2.4084429873031192E-5
6,232,P,2.4079732571411157E-5
165,232,P,2.4079732571411157E-5
46,P,2.407200977762928E-5
238,P,2.407200977762928E-5
23,232,P,2.3103226921428017E-5
15,232,P,2.3103226921428017E-5
73,232,P,2.310208510332635E-5
95,232,P,2.2196699233302534E-5
210,232,P,2.2194556141446776E-5
102,232,P,2.2194556141446776E-5
71,232,P,2.1352960051565104E-5
98,232,P,2.135273965990828E-5
123,P,2.086185528184782E-5
100,232,P,2.0573728913633866E-5
94,232,P,1.9851045032463425E-5
28,P,1.8198196397696724E-5
126,P,1.819819639769672E-5
47,P,1.596952289563078E-5
25,P,1.409050134546328E-5
231,P,1.409050134546328E-5
18,P,1.409050134546328E-5
22,P,1.2495129947022196E-5
19,P,1.2495129947022196E-5
17,P,1.2495129947022196E-5
61,P,1.1131861266591E-5
239,P,1.1131861266591E-5
24,P,8.946977398555696E-6
