algo,noise,project,test #,instance,most or all,wasted effort, precision, recall, HS wasted effort
comp/test prob,30,poi,20,9,all,0,0.2943901408652942,0.3064184930227828,1
comp/test prob,40,poi,20,9,all,0,0.23776387541399535,0.2526124973341801,12
comp/test prob,50,poi,20,9,all,30,0.20527306967984946,0.21372549019607887,21
comp prob,none,poi,20,9,all,36,0.9308515372285311,0.4747411853238757,36
barinel,none,poi,20,10,all,0,0.4900082330310017,0.5924800649362834,0
comp/test prob,00,poi,20,10,all,0,1.0,1.0,0
comp/test prob,05,poi,20,10,all,0,0.9877023212948854,0.9943533948492078,0
comp/test prob,10,poi,20,10,all,0,0.8925073457397112,0.9481076863052342,0
comp/test prob,15,poi,20,10,all,0,0.6685809155733986,0.8166623725263265,0
comp/test prob,20,poi,20,10,all,0,0.4086845466154319,0.6049149338372786,0
comp/test prob,30,poi,20,10,all,0,0.11537944025820973,0.2252281830715383,1
comp/test prob,40,poi,20,10,all,0,0.03196779540613597,0.06891271056667238,14
comp/test prob,50,poi,20,10,all,0,0.009259259259259259,0.020618556701030934,15
comp prob,none,poi,20,10,all,0,0.7115152406263087,0.7298443705879762,0
barinel,none,poi,20,11,all,1,0.2778477852687617,0.17863653205635896,1
comp/test prob,00,poi,20,11,all,0,1.0,1.0,0
comp/test prob,05,poi,20,11,all,0,0.7526247261200468,0.7540068807612987,0
comp/test prob,10,poi,20,11,all,0,0.6262791649611005,0.6336569877133976,0
comp/test prob,15,poi,20,11,all,0,0.5272171988915384,0.5448343317710181,0
comp/test prob,20,poi,20,11,all,0,0.4338756779307763,0.46304541406948774,0
comp/test prob,30,poi,20,11,all,0,0.26456725086476424,0.3066073633121057,1
comp/test prob,40,poi,20,11,all,5,0.14318442153504815,0.17911160643222668,1
comp/test prob,50,poi,20,11,all,6,0.07162534435262172,0.09454545454545603,9
comp prob,none,poi,20,11,all,0,0.7153319839426318,0.7138177706056725,0
barinel,none,poi,20,12,all,12,0.8190269277473007,0.446045817709654,12
comp/test prob,00,poi,20,12,all,12,1.0,0.5,0
comp/test prob,05,poi,20,12,all,0,0.9994762603300568,0.49993441093734076,2
comp/test prob,10,poi,20,12,all,0,0.9926570573837409,0.49869443769735505,2
comp/test prob,15,poi,20,12,all,0,0.9608596707814396,0.4917938705547968,2
comp/test prob,20,poi,20,12,all,0,0.8689839572192471,0.46863734679162744,2
comp/test prob,30,poi,20,12,all,0,0.46718857101597194,0.32249228010741976,2
comp/test prob,40,poi,20,12,all,0,0.1563896336013721,0.13468445356588274,3
comp/test prob,50,poi,20,12,all,12,0.05405405405405405,0.04999999999999999,3
comp prob,none,poi,20,12,all,12,0.33306292506106283,0.24982067334226354,12
barinel,none,poi,20,13,all,6,0.8168247002497139,0.40841235012485716,6
comp/test prob,00,poi,20,13,all,0,1.0,0.625,0
comp/test prob,05,poi,20,13,all,0,0.9054755036816341,0.571182363491957,0
comp/test prob,10,poi,20,13,all,0,0.8202189129515298,0.5210695953204996,0
comp/test prob,15,poi,20,13,all,0,0.7424296876268381,0.47359949117958433,0
comp/test prob,20,poi,20,13,all,0,0.6709628506446194,0.42836398838346246,0
comp/test prob,30,poi,20,13,all,0,0.544081585680027,0.3445762597833773,0
comp/test prob,40,poi,20,13,all,0,0.4351291042398255,0.27040412044382117,2
comp/test prob,50,poi,20,13,all,11,0.3406940063091562,0.206106870229024,9
comp prob,none,poi,20,13,all,6,0.874712028847499,0.4373560144237495,6
barinel,none,poi,20,14,all,0,0.8019603466533001,0.8946692617934184,0
comp/test prob,00,poi,20,14,all,0,1.0,1.0,0
comp/test prob,05,poi,20,14,all,0,0.9989586595107872,0.9995555264097459,0
comp/test prob,10,poi,20,14,all,0,0.9900855629498623,0.9957656057915489,0
comp/test prob,15,poi,20,14,all,0,0.9606679506858542,0.982983363511775,0
comp/test prob,20,poi,20,14,all,0,0.8938547486030782,0.952380952380819,0
comp/test prob,30,poi,20,14,all,0,0.6165737911197735,0.7937977320063969,0
comp/test prob,40,poi,20,14,all,0,0.2915766738658828,0.4981549815495517,1
comp/test prob,50,poi,20,14,all,0,0.10526315789473685,0.22222222222222224,3
comp prob,none,poi,20,14,all,2,0.33095109704180187,0.4973293858212392,2
barinel,none,poi,20,15,all,0,0.44060749532713533,0.5890305803060187,0
comp/test prob,00,poi,20,15,all,0,1.0,1.0,0
comp/test prob,05,poi,20,15,all,0,0.9996951919609844,0.9998451372066322,0
comp/test prob,10,poi,20,15,all,0,0.993542955097489,0.9967428491562386,0
comp/test prob,15,poi,20,15,all,0,0.9575470213645149,0.9783990422768956,0
comp/test prob,20,poi,20,15,all,0,0.8394543546693949,0.9137635636778546,0
comp/test prob,30,poi,20,15,all,0,0.34627676758370457,0.5218476144111045,0
comp/test prob,40,poi,20,15,all,0,0.07368727484463133,0.14259559186006848,4
comp/test prob,50,poi,20,15,all,0,0.013698630136984065,0.028571428571424553,19
comp prob,none,poi,20,15,all,2,0.30862353846516216,0.458084228472695,2
barinel,none,poi,20,16,all,4,0.8013697911432414,0.5013648830159382,4
comp/test prob,00,poi,20,16,all,0,1.0,0.6666666666666666,0
comp/test prob,05,poi,20,16,all,0,0.8557692307691148,0.5699359622513568,0
comp/test prob,10,poi,20,16,all,0,0.7399328859057014,0.491638795986396,0
comp/test prob,15,poi,20,16,all,0,0.6441218130310368,0.42669481585729424,0
comp/test prob,20,poi,20,16,all,0,0.5631067961164505,0.37179487179483534,0
comp/test prob,30,poi,20,16,all,0,0.4326568265683042,0.28372655777377015,2
comp/test prob,40,poi,20,16,all,0,0.33139534883706284,0.21590909090899196,2
comp/test prob,50,poi,20,16,all,4,0.24999999999999978,0.16190476190476172,2
comp prob,none,poi,20,16,all,4,0.8576835285692188,0.5717496688814365,4
barinel,none,poi,30,0,all,23,0.5109249023609321,0.20501293700366086,23
comp/test prob,00,poi,30,0,all,33,1.0,0.3333333333333333,0
comp/test prob,05,poi,30,0,all,33,0.9962157544916482,0.3332758830753009,33
comp/test prob,10,poi,30,0,all,33,0.9755178178928581,0.33218084875605564,33
comp/test prob,15,poi,30,0,all,33,0.9132871258975186,0.32615796341154946,33
comp/test prob,20,poi,30,0,all,33,0.783008287256773,0.30702416336837624,33
comp/test prob,30,poi,30,0,all,33,0.4137527237684823,0.20970332696743213,33
comp/test prob,40,poi,30,0,all,33,0.19043324387565208,0.10961387123700508,33
comp/test prob,50,poi,30,0,all,33,0.09990485252137357,0.058626465661614745,33
comp prob,none,poi,30,0,all,23,0.9906042100791502,0.33030874000541893,23
barinel,none,poi,30,1,all,27,0.6698057619247648,0.1558007185639866,27
comp/test prob,00,poi,30,1,all,0,1.0,0.39999999999999997,0
comp/test prob,05,poi,30,1,all,0,0.8932183073199469,0.3795567544029105,0
comp/test prob,10,poi,30,1,all,0,0.7980534740387065,0.3554908157218532,0
comp/test prob,15,poi,30,1,all,0,0.7084699001873208,0.325982082443808,0
comp/test prob,20,poi,30,1,all,0,0.6233355901601868,0.2918697576117683,0
comp/test prob,30,poi,30,1,all,0,0.4704368764544191,0.21978084165032608,9
comp/test prob,40,poi,30,1,all,0,0.3465362541428335,0.15676021574187768,16
comp/test prob,50,poi,30,1,all,56,0.2509157509157299,0.10873015873014194,20
comp prob,none,poi,30,1,all,27,0.8210267708776313,0.25447691419806234,27
barinel,none,poi,30,2,all,12,0.22782779685400367,0.10548157628840872,12
comp/test prob,00,poi,30,2,all,0,1.0,1.0,0
comp/test prob,05,poi,30,2,all,0,0.8979677303820204,0.894492855963692,0
comp/test prob,10,poi,30,2,all,0,0.8167126868376623,0.8048760256313311,0
comp/test prob,15,poi,30,2,all,0,0.7479538039915365,0.7250299129502249,0
comp/test prob,20,poi,30,2,all,0,0.6869812266723847,0.6517625918289327,0
comp/test prob,30,poi,30,2,all,0,0.5785079807639929,0.5195802858470747,1
comp/test prob,40,poi,30,2,all,0,0.4803509597606332,0.4040206972602519,1
comp/test prob,50,poi,30,2,all,13,0.3890339425587467,0.30470347648261764,5
comp prob,none,poi,30,2,all,12,0.4640794022063423,0.2892176224747596,12
barinel,none,poi,30,3,all,4,0.8268518583401621,0.4133931511320698,4
comp/test prob,00,poi,30,3,all,69,1.0,0.5,0
comp/test prob,05,poi,30,3,all,69,0.9438849088421937,0.4736648152967527,69
comp/test prob,10,poi,30,3,all,69,0.8367955488182616,0.4329001344411038,69
comp/test prob,15,poi,30,3,all,69,0.6445218698893994,0.3609327736026805,69
comp/test prob,20,poi,30,3,all,69,0.4327111477772225,0.2684924494494775,69
comp/test prob,30,poi,30,3,all,69,0.18951725866174282,0.1335261059160349,69
comp/test prob,40,poi,30,3,all,69,0.10486792119441116,0.07664987730850556,69
comp/test prob,50,poi,30,3,all,69,0.06740116655865235,0.04971319311663508,69
comp prob,none,poi,30,3,all,4,0.5188232698571639,0.2593997770297739,4
barinel,none,poi,30,4,all,12,0.7145031910198504,0.2564943323211611,12
comp/test prob,00,poi,30,4,all,12,1.0,0.3333333333333333,0
comp/test prob,05,poi,30,4,all,0,0.9368202665528801,0.3497836550115867,1
comp/test prob,10,poi,30,4,all,0,0.8544698289488584,0.3644423094291868,1
comp/test prob,15,poi,30,4,all,0,0.7620786801409284,0.3738936201556405,1
comp/test prob,20,poi,30,4,all,0,0.6657253794564465,0.37287465401328773,1
comp/test prob,30,poi,30,4,all,0,0.47536521694925754,0.3200867034099495,1
comp/test prob,40,poi,30,4,all,0,0.3073507981156976,0.21410864792131187,2
comp/test prob,50,poi,30,4,all,12,0.1803278688524474,0.11827956989246238,7
comp prob,none,poi,30,4,all,12,0.9222210374605183,0.30743508408125253,12
barinel,none,poi,30,5,all,3,0.050853518021633126,0.06094814868182551,3
comp/test prob,00,poi,30,5,all,0,1.0,1.0,0
comp/test prob,05,poi,30,5,all,0,0.9909758923695299,0.9942135870542063,0
comp/test prob,10,poi,30,5,all,0,0.9157831264762084,0.9456724782068263,0
comp/test prob,15,poi,30,5,all,0,0.7172283714696012,0.8057057017658198,0
comp/test prob,20,poi,30,5,all,0,0.45532157085976294,0.58224163027687,0
comp/test prob,30,poi,30,5,all,0,0.12797934420857088,0.20221195113913723,0
comp/test prob,40,poi,30,5,all,0,0.03361051635713487,0.058335493907217435,10
comp/test prob,50,poi,30,5,all,0,0.009174311926615008,0.016666666666680013,18
comp prob,none,poi,30,5,all,4,0.05903518023540586,0.07020998472339375,4
barinel,none,poi,30,6,all,25,0.7792179020394681,0.5194786013596453,25
comp/test prob,00,poi,30,6,all,48,1.0,0.6666666666666666,0
comp/test prob,05,poi,30,6,all,48,0.8433609958507204,0.5995575221239388,48
comp/test prob,10,poi,30,6,all,48,0.6262376237623873,0.49031007751938505,48
comp/test prob,15,poi,30,6,all,48,0.5068940493469858,0.42027677496998245,48
comp/test prob,20,poi,30,6,all,48,0.44890510948891377,0.383177570093368,48
comp/test prob,30,poi,30,6,all,48,0.40289982425298976,0.35215053763434945,48
comp/test prob,40,poi,30,6,all,48,0.38742393509130196,0.3413762287757099,48
comp/test prob,50,poi,30,6,all,48,0.38114754098360654,0.33695652173913043,48
comp prob,none,poi,30,6,all,25,0.5769809159654368,0.3846539439769578,25
barinel,none,poi,30,7,all,25,0.4531225217995959,0.28990035794561264,25
comp/test prob,00,poi,30,7,all,28,1.0,0.5,0
comp/test prob,05,poi,30,7,all,0,0.9848974654893232,0.49992432508841084,0
comp/test prob,10,poi,30,7,all,0,0.9297099654647724,0.4984937016009922,0
comp/test prob,15,poi,30,7,all,0,0.8271785362871442,0.49093116540521203,0
comp/test prob,20,poi,30,7,all,0,0.6895521418597355,0.46834605373454147,0
comp/test prob,30,poi,30,7,all,0,0.4167294181553278,0.3571011813127426,0
comp/test prob,40,poi,30,7,all,0,0.23627151731244583,0.2173012858431316,2
comp/test prob,50,poi,30,7,all,19,0.13167259786470523,0.11935483870966246,15
comp prob,none,poi,30,7,all,25,0.9570395789437978,0.48332038565127966,25
barinel,none,poi,30,8,all,7,0.6950908774954513,0.27101489746372814,7
comp/test prob,00,poi,30,8,all,18,1.0,0.5,0
comp/test prob,05,poi,30,8,all,1,0.9703783186866741,0.4995491540793325,2
comp/test prob,10,poi,30,8,all,1,0.9257122569799803,0.49578016420405147,2
comp/test prob,15,poi,30,8,all,1,0.8602902617353594,0.48412089972263567,2
comp/test prob,20,poi,30,8,all,1,0.7767123287671003,0.46076749435661923,2
comp/test prob,30,poi,30,8,all,1,0.6011541277290522,0.38469926491487794,2
comp/test prob,40,poi,30,8,all,1,0.47151208105986847,0.30560747663541304,2
comp/test prob,50,poi,30,8,all,8,0.3904761904761905,0.246,1
comp prob,none,poi,30,8,all,7,0.9082677284460552,0.41609023245983456,7
barinel,none,poi,30,9,all,40,0.8418015867678303,0.45479487934935975,40
comp/test prob,00,poi,30,9,all,43,1.0,0.5,0
comp/test prob,05,poi,30,9,all,43,0.999692020395349,0.4998935566121624,43
comp/test prob,10,poi,30,9,all,43,0.9935460845470885,0.49782943029799004,43
comp/test prob,15,poi,30,9,all,43,0.9577822112944718,0.48605480801585127,43
comp/test prob,20,poi,30,9,all,43,0.8402169860366144,0.4464684346816574,43
comp/test prob,30,poi,30,9,all,43,0.34401340451629797,0.235192639718514,43
comp/test prob,40,poi,30,9,all,43,0.07074314891927107,0.06051438120553903,43
comp/test prob,50,poi,30,9,all,43,0.01249999999998369,0.01190476190475165,43
comp prob,none,poi,30,9,all,40,0.9284955631344644,0.4847246751220748,40
barinel,none,poi,30,10,all,1,0.21826621616872438,0.1281175622748962,1
comp/test prob,00,poi,30,10,all,0,1.0,1.0,0
comp/test prob,05,poi,30,10,all,0,0.9112118981519833,0.9114672261972954,0
comp/test prob,10,poi,30,10,all,0,0.8352554948658094,0.8373928836977723,0
comp/test prob,15,poi,30,10,all,0,0.7577955180084351,0.7652646745337932,0
comp/test prob,20,poi,30,10,all,0,0.6654031881198009,0.6827020403814003,0
comp/test prob,30,poi,30,10,all,0,0.42785948817881503,0.4664985506038996,0
comp/test prob,40,poi,30,10,all,0,0.2213105281404199,0.2573644700716094,1
comp/test prob,50,poi,30,10,all,3,0.11184210526314177,0.1349206349206191,5
comp prob,none,poi,30,10,all,0,0.5909856299007777,0.4203992502384593,0
barinel,none,poi,30,11,all,0,0.5704352426971688,0.5196492588660061,0
comp/test prob,00,poi,30,11,all,0,1.0,1.0,0
comp/test prob,05,poi,30,11,all,0,0.7462874686518954,0.7475081996934708,0
comp/test prob,10,poi,30,11,all,0,0.643964823479213,0.6475567840838905,0
comp/test prob,15,poi,30,11,all,0,0.5819748890158901,0.5892129944316559,0
comp/test prob,20,poi,30,11,all,0,0.5292769023620116,0.5420258888421667,0
comp/test prob,30,poi,30,11,all,0,0.4019003101580283,0.4304322272170844,0
comp/test prob,40,poi,30,11,all,18,0.24419615433635244,0.28072910420898173,1
comp/test prob,50,poi,30,11,all,21,0.11926605504587065,0.1466165413533824,1
comp prob,none,poi,30,11,all,0,0.7517308423952547,0.7515788462551507,0
barinel,none,poi,30,12,all,12,0.8194868198663253,0.44631863400057065,12
comp/test prob,00,poi,30,12,all,12,1.0,0.5,0
comp/test prob,05,poi,30,12,all,0,0.9994762603300568,0.49993441093734076,2
comp/test prob,10,poi,30,12,all,0,0.9926570573837409,0.49869443769735505,2
comp/test prob,15,poi,30,12,all,0,0.9608596707814396,0.4917938705547968,2
comp/test prob,20,poi,30,12,all,0,0.8689839572192471,0.46863734679162744,2
comp/test prob,30,poi,30,12,all,0,0.46718857101597194,0.32249228010741976,2
comp/test prob,40,poi,30,12,all,0,0.1563896336013721,0.13468445356588274,3
comp/test prob,50,poi,30,12,all,12,0.05405405405405405,0.04999999999999999,3
comp prob,none,poi,30,12,all,12,0.3330753912659418,0.24983470072191183,12
barinel,none,poi,30,13,all,10,0.5287050845881451,0.2243627364942482,10
comp/test prob,00,poi,30,13,all,20,1.0,0.6,0
comp/test prob,05,poi,30,13,all,20,0.864205319678885,0.5164250946224389,20
comp/test prob,10,poi,30,13,all,20,0.7676438563041614,0.45513684653144054,20
comp/test prob,15,poi,30,13,all,20,0.6927611806658296,0.40725171020683737,20
comp/test prob,20,poi,30,13,all,20,0.6315173959657434,0.3682341241656549,20
comp/test prob,30,poi,30,13,all,20,0.5339073414526516,0.30679189446410887,20
comp/test prob,40,poi,30,13,all,20,0.4543978700605851,0.2574266531775188,20
comp/test prob,50,poi,30,13,all,20,0.38121546961324787,0.21230769230769092,20
comp prob,none,poi,30,13,all,10,0.5001069283401267,0.20008556096988628,10
barinel,none,poi,30,14,all,4,0.5161216726166866,0.3512939957509841,4
comp/test prob,00,poi,30,14,all,0,1.0,0.5,0
comp/test prob,05,poi,30,14,all,0,0.9992372670528452,0.49993402745412835,0
comp/test prob,10,poi,30,14,all,0,0.9894691247732795,0.498680342792519,1
comp/test prob,15,poi,30,14,all,0,0.9451088832836559,0.4916881217451419,3
comp/test prob,20,poi,30,14,all,0,0.8247938015495817,0.46835083735452054,3
comp/test prob,30,poi,30,14,all,0,0.39668378635331736,0.3261361956020075,3
comp/test prob,40,poi,30,14,all,0,0.1369252324546119,0.1502935967938678,3
comp/test prob,50,poi,30,14,all,0,0.056074766355127405,0.06741573033706352,14
comp prob,none,poi,30,14,all,7,0.6494874829177296,0.3952921396016044,7
barinel,none,poi,30,15,all,0,0.44060749532713533,0.5890305803060187,0
comp/test prob,00,poi,30,15,all,0,1.0,1.0,0
comp/test prob,05,poi,30,15,all,0,0.9996951919609844,0.9998451372066322,0
comp/test prob,10,poi,30,15,all,0,0.993542955097489,0.9967428491562386,0
comp/test prob,15,poi,30,15,all,0,0.9575470213645149,0.9783990422768956,0
comp/test prob,20,poi,30,15,all,0,0.8394543546693949,0.9137635636778546,0
comp/test prob,30,poi,30,15,all,0,0.34627676758370457,0.5218476144111045,0
comp/test prob,40,poi,30,15,all,0,0.07368727484463133,0.14259559186006848,4
comp/test prob,50,poi,30,15,all,0,0.013698630136984065,0.028571428571424553,19
comp prob,none,poi,30,15,all,2,0.30862353846516216,0.458084228472695,2
barinel,none,poi,30,16,all,5,0.3498313353086129,0.233220890205742,5
comp/test prob,00,poi,30,16,all,5,1.0,0.6666666666666666,0
comp/test prob,05,poi,30,16,all,2,0.8560763050019949,0.6328000420678064,0
comp/test prob,10,poi,30,16,all,2,0.754741264450699,0.5988339923616173,0
comp/test prob,15,poi,30,16,all,2,0.6785148452815721,0.5657958942235396,0
comp/test prob,20,poi,30,16,all,2,0.6183753760702336,0.5342931413716476,0
comp/test prob,30,poi,30,16,all,2,0.5281397726617858,0.47696420064965056,0
comp/test prob,40,poi,30,16,all,2,0.462560529113003,0.42729727518204963,2
comp/test prob,50,poi,30,16,all,3,0.4117647058823529,0.38396624472573837,4
comp prob,none,poi,30,16,all,5,0.36881198706682716,0.24587465804455141,5
barinel,none,poi,40,0,all,27,0.4929944158261955,0.20109058770973556,27
comp/test prob,00,poi,40,0,all,37,1.0,0.3333333333333333,0
comp/test prob,05,poi,40,0,all,37,0.9955026028221647,0.3332682137912732,37
comp/test prob,10,poi,40,0,all,37,0.9693159633133644,0.33203303770123466,37
comp/test prob,15,poi,40,0,all,37,0.8934147172297275,0.3253356393155093,37
comp/test prob,20,poi,40,0,all,37,0.7488479355408274,0.30475217102182983,37
comp/test prob,30,poi,40,0,all,37,0.3987118510203234,0.20896868040552213,37
comp/test prob,40,poi,40,0,all,37,0.20145545953574076,0.1158446619774973,37
comp/test prob,50,poi,40,0,all,37,0.11346938775510253,0.06516643225504004,37
comp prob,none,poi,40,0,all,27,0.9939413041882715,0.3314347077003538,27
barinel,none,poi,40,1,all,27,0.67948458430568,0.15691751756072292,27
comp/test prob,00,poi,40,1,all,0,1.0,0.39999999999999997,0
comp/test prob,05,poi,40,1,all,0,0.8930259815038973,0.37946993636203624,0
comp/test prob,10,poi,40,1,all,0,0.7968756917896578,0.3549066649137993,0
comp/test prob,15,poi,40,1,all,0,0.7054780942308766,0.32439958682396003,0
comp/test prob,20,poi,40,1,all,0,0.618104509343068,0.28900660519258387,0
comp/test prob,30,poi,40,1,all,0,0.46129343420902746,0.2148079243765708,9
comp/test prob,40,poi,40,1,all,0,0.3356824054499567,0.15123026721939845,16
comp/test prob,50,poi,40,1,all,62,0.2403508771929825,0.10378787878787972,20
comp prob,none,poi,40,1,all,27,0.8491933774624963,0.2583257133769945,27
barinel,none,poi,40,2,all,12,0.22782779685400367,0.10548157628840872,12
comp/test prob,00,poi,40,2,all,0,1.0,1.0,0
comp/test prob,05,poi,40,2,all,0,0.8979677303820204,0.894492855963692,0
comp/test prob,10,poi,40,2,all,0,0.8167126868376623,0.8048760256313311,0
comp/test prob,15,poi,40,2,all,0,0.7479538039915365,0.7250299129502249,0
comp/test prob,20,poi,40,2,all,0,0.6869812266723847,0.6517625918289327,0
comp/test prob,30,poi,40,2,all,0,0.5785079807639929,0.5195802858470747,1
comp/test prob,40,poi,40,2,all,0,0.4803509597606332,0.4040206972602519,1
comp/test prob,50,poi,40,2,all,13,0.3890339425587467,0.30470347648261764,5
comp prob,none,poi,40,2,all,12,0.4640794022063423,0.2892176224747596,12
barinel,none,poi,40,3,all,4,0.850705187910469,0.425316409415899,4
comp/test prob,00,poi,40,3,all,4,1.0,0.5,0
comp/test prob,05,poi,40,3,all,2,0.7721810371565591,0.6570785065476709,0
comp/test prob,10,poi,40,3,all,2,0.7352569476568759,0.6723795144326618,0
comp/test prob,15,poi,40,3,all,2,0.7110094869696485,0.6693063007722799,1
comp/test prob,20,poi,40,3,all,2,0.6904309544705921,0.660238449498637,1
comp/test prob,30,poi,40,3,all,2,0.6538424689368488,0.6357029874917358,3
comp/test prob,40,poi,40,3,all,2,0.6211092851903162,0.6086750235181538,3
comp/test prob,50,poi,40,3,all,3,0.5917107583774049,0.5814558058925289,3
comp prob,none,poi,40,3,all,4,0.5307481257327847,0.26535424815431774,4
barinel,none,poi,40,4,all,12,0.7703491356187868,0.2782153399770837,12
comp/test prob,00,poi,40,4,all,12,1.0,0.3333333333333333,0
comp/test prob,05,poi,40,4,all,0,0.9368322849016214,0.349786171324509,1
comp/test prob,10,poi,40,4,all,0,0.8546420612558091,0.36448954157840674,1
comp/test prob,15,poi,40,4,all,0,0.7628129896927076,0.37416177600613254,1
comp/test prob,20,poi,40,4,all,0,0.6675712347354752,0.3737613951645515,1
comp/test prob,30,poi,40,4,all,0,0.4803245100860022,0.32363729211144077,1
comp/test prob,40,poi,40,4,all,0,0.3138170870965064,0.21932815787575421,2
comp/test prob,50,poi,40,4,all,12,0.18539325842696622,0.12222222222222222,6
comp prob,none,poi,40,4,all,12,0.9902657387125089,0.3301209466465476,12
barinel,none,poi,40,5,all,3,0.05983484104963382,0.06625296306024712,3
comp/test prob,00,poi,40,5,all,0,1.0,1.0,0
comp/test prob,05,poi,40,5,all,0,0.990260537128622,0.9934935514895802,0
comp/test prob,10,poi,40,5,all,0,0.910066913013285,0.9395782853019908,0
comp/test prob,15,poi,40,5,all,0,0.7033663661168679,0.7882543207181472,0
comp/test prob,20,poi,40,5,all,0,0.43968123110736007,0.5569091541941735,0
comp/test prob,30,poi,40,5,all,0,0.1218420529140404,0.18730477709058443,0
comp/test prob,40,poi,40,5,all,0,0.032016316463467434,0.053695012329892614,10
comp/test prob,50,poi,40,5,all,0,0.008771929824556948,0.015384615384609543,18
comp prob,none,poi,40,5,all,3,0.07825871530284984,0.0789940483739801,2
barinel,none,poi,40,6,all,28,0.799623677964863,0.5330824519765753,28
comp/test prob,00,poi,40,6,all,53,1.0,0.6666666666666666,0
comp/test prob,05,poi,40,6,all,53,0.8398357289527957,0.5966447848286032,53
comp/test prob,10,poi,40,6,all,53,0.6231884057971899,0.48587570621473974,53
comp/test prob,15,poi,40,6,all,53,0.5066760365423888,0.4168834923387463,53
comp/test prob,20,poi,40,6,all,53,0.45070422535206034,0.3809523809523459,53
comp/test prob,30,poi,40,6,all,53,0.40659340659339893,0.3512230741146351,53
comp/test prob,40,poi,40,6,all,53,0.3918128654971344,0.34096692111963384,53
comp/test prob,50,poi,40,6,all,53,0.3858267716535424,0.3367697594501707,53
comp prob,none,poi,40,6,all,28,0.5861869262100333,0.39079128414002207,28
barinel,none,poi,40,7,all,25,0.4531225217995959,0.28990035794561264,25
comp/test prob,00,poi,40,7,all,28,1.0,0.5,0
comp/test prob,05,poi,40,7,all,0,0.9848974654893232,0.49992432508841084,0
comp/test prob,10,poi,40,7,all,0,0.9297099654647724,0.4984937016009922,0
comp/test prob,15,poi,40,7,all,0,0.8271785362871442,0.49093116540521203,0
comp/test prob,20,poi,40,7,all,0,0.6895521418597355,0.46834605373454147,0
comp/test prob,30,poi,40,7,all,0,0.4167294181553278,0.3571011813127426,0
comp/test prob,40,poi,40,7,all,0,0.23627151731244583,0.2173012858431316,2
comp/test prob,50,poi,40,7,all,19,0.13167259786470523,0.11935483870966246,15
comp prob,none,poi,40,7,all,25,0.9570395789437978,0.48332038565127966,25
barinel,none,poi,40,8,all,7,0.6950908774954513,0.27101489746372814,7
comp/test prob,00,poi,40,8,all,18,1.0,0.5,0
comp/test prob,05,poi,40,8,all,1,0.9703783186866741,0.4995491540793325,2
comp/test prob,10,poi,40,8,all,1,0.9257122569799803,0.49578016420405147,2
comp/test prob,15,poi,40,8,all,1,0.8602902617353594,0.48412089972263567,2
comp/test prob,20,poi,40,8,all,1,0.7767123287671003,0.46076749435661923,2
comp/test prob,30,poi,40,8,all,1,0.6011541277290522,0.38469926491487794,2
comp/test prob,40,poi,40,8,all,1,0.47151208105986847,0.30560747663541304,2
comp/test prob,50,poi,40,8,all,8,0.3904761904761905,0.246,1
comp prob,none,poi,40,8,all,7,0.9082677284460552,0.41609023245983456,7
barinel,none,poi,40,9,all,40,0.8418953751262577,0.45481498857899244,40
comp/test prob,00,poi,40,9,all,43,1.0,0.5,0
comp/test prob,05,poi,40,9,all,43,0.999692020395349,0.4998935566121624,43
comp/test prob,10,poi,40,9,all,43,0.9935460845470885,0.49782943029799004,43
comp/test prob,15,poi,40,9,all,43,0.9577822112944718,0.48605480801585127,43
comp/test prob,20,poi,40,9,all,43,0.8402169860366144,0.4464684346816574,43
comp/test prob,30,poi,40,9,all,43,0.34401340451629797,0.235192639718514,43
comp/test prob,40,poi,40,9,all,43,0.07074314891927107,0.06051438120553903,43
comp/test prob,50,poi,40,9,all,43,0.01249999999998369,0.01190476190475165,43
comp prob,none,poi,40,9,all,40,0.9284967034421739,0.4847249032290186,40
barinel,none,poi,40,10,all,1,0.21803768962027364,0.12794055949977223,1
comp/test prob,00,poi,40,10,all,0,1.0,1.0,0
comp/test prob,05,poi,40,10,all,0,0.9112118981519833,0.9114672261972954,0
comp/test prob,10,poi,40,10,all,0,0.8352554948658094,0.8373928836977723,0
comp/test prob,15,poi,40,10,all,0,0.7577955180084351,0.7652646745337932,0
comp/test prob,20,poi,40,10,all,0,0.6654031881198009,0.6827020403814003,0
comp/test prob,30,poi,40,10,all,0,0.42785948817881503,0.4664985506038996,0
comp/test prob,40,poi,40,10,all,0,0.2213105281404199,0.2573644700716094,1
comp/test prob,50,poi,40,10,all,3,0.11184210526314177,0.1349206349206191,5
comp prob,none,poi,40,10,all,0,0.5909886914174669,0.4203973449454352,0
barinel,none,poi,40,11,all,0,0.5652689411231538,0.518327703961101,0
comp/test prob,00,poi,40,11,all,0,1.0,1.0,0
comp/test prob,05,poi,40,11,all,0,0.7065135197379209,0.7075206496052294,0
comp/test prob,10,poi,40,11,all,0,0.6130773366691818,0.6161819438411696,0
comp/test prob,15,poi,40,11,all,0,0.558341484082355,0.565232306566923,0
comp/test prob,20,poi,40,11,all,0,0.5081412697971783,0.5213257525338483,0
comp/test prob,30,poi,40,11,all,0,0.37473682337684044,0.40562995747449515,0
comp/test prob,40,poi,40,11,all,25,0.21486226457499435,0.2514500736000665,1
